Average:	0.14202762868879482	Seller's gamma, zeta,	0.7703404139348698	0.03257736497363269	6
Average:	0.12777077707770776	Seller's gamma, zeta,	0.3163506297341342	0.04811965656695183	3
Average:	0.11757020146459089	Seller's gamma, zeta,	0.5656641782004252	0.05339148722127809	9
Average:	0.11564758327684621	Seller's gamma, zeta,	0.4897703841661949	0.05623476041838628	8
Average:	0.1119269149137136	Seller's gamma, zeta,	0.560081214895287	0.020161126437204538	2
Average:	0.08965376167246354	Seller's gamma, zeta,	0.9731053950767368	0.04853472337459677	5
Average:	0.08575101954639908	Seller's gamma, zeta,	0.5881196337696631	0.018416738116064868	7
Average:	0.05933606323595321	Seller's gamma, zeta,	0.8963726876257025	0.04843254563621476	1
Average:	0.05252345604930862	Seller's gamma, zeta,	0.08673503053316911	0.024646573885796746	10
Average:	0.048194412033795965	Seller's gamma, zeta,	0.6037507925949094	0.017144565202448305	4
