Average:	0.2302862323269364	Seller's gamma, zeta,	0.5663830604681124	0.03300074587547288	7
Average:	0.13434730510088044	Seller's gamma, zeta,	0.9735973605326388	0.03217664238681589	5
Average:	0.12537203720372037	Seller's gamma, zeta,	0.31587948399719473	0.019817013914096966	3
Average:	0.11928326165949928	Seller's gamma, zeta,	0.4910916901862484	0.01936436241455189	2
Average:	0.11625506995143958	Seller's gamma, zeta,	0.5607529806981826	0.047563386341378244	4
Average:	0.09773421786623107	Seller's gamma, zeta,	0.5597477114541497	0.05550019463791645	1
Average:	0.08885536701818328	Seller's gamma, zeta,	0.7706918382091956	0.048704818110411004	6
Average:	0.08660975356794938	Seller's gamma, zeta,	0.7726710715987498	0.0547875205123901	8
Average:	0.08654726583769488	Seller's gamma, zeta,	0.9728244912599503	0.052906605282164634	10
Average:	0.08314355509625036	Seller's gamma, zeta,	0.5669097946202734	0.04957047918983315	9
